title,url,time_added,cursor,tags,status
http://wired.com/story/health-business-deprivation-technology,http://wired.com/story/health-business-deprivation-technology,1658783062,3405556935,,unread
Speaking About Wine: Another Case Study in Bridging the Gap Between Formal,https://link.springer.com/chapter/10.1007/978-3-031-08166-8_19,1658154450,3405556939,papers,unread
Scalable Energy Games Solvers on GPUs | IEEE Journals & Magazine | IEEE Xpl,https://ieeexplore.ieee.org/abstract/document/9432723,1658182887,3405556940,papers,unread
http://bbc.com/future/article/20220719-how-speaking-other-languages-changes-your-brain,http://bbc.com/future/article/20220719-how-speaking-other-languages-changes-your-brain,1658782856,3405556942,,archive
Open source: chi si prende cura del codice che regge il web?,https://www.guerredirete.it/open-source-chi-si-prende-cura-del-codice-che-regge-il-web/,1658930449,3405556944,,archive
numbering - How to number figures continuously in documentclass{article} -,https://tex.stackexchange.com/questions/160540/how-to-number-figures-continuously-in-documentclassarticle,1658439622,3405556945,faq,unread
https://www.google.com/url?q=https://radioambulante.us4.list-manage.com/track/click?u%3Decee041fe7e8ca738e3c4264f%26id%3D6c3fbde709%26e%3De6cb266e57&source=gmail&ust=1658581393843000&usg=AOvVaw0dwF0wAQt7pwUp-wzcgL21,https://www.google.com/url?q=https://radioambulante.us4.list-manage.com/track/click?u%3Decee041fe7e8ca738e3c4264f%26id%3D6c3fbde709%26e%3De6cb266e57&source=gmail&ust=1658581393843000&usg=AOvVaw0dwF0wAQt7pwUp-wzcgL21,1658495397,3405556946,explorables,unread
https://kau.sh/blog/terminal-cli-image-pdf-conversion/,https://kau.sh/blog/terminal-cli-image-pdf-conversion/,1660742349,3405556948,faq,archive
[2112.08726] A^{*} Decoding: Neural Language Generation with Looking Ahead,https://ar5iv.labs.arxiv.org/html/2112.08726,1658688775,3405556950,papers,unread
[2206.08593] Automatic Correction of Human Translations,https://ar5iv.labs.arxiv.org/html/2206.08593,1658688828,3405556951,papers,unread
"My research, part I | Inari Listenmaa",https://inariksit.github.io/research/2018/06/06/my-research-1.html,1658782420,3405556952,,archive
"My research, part II | Inari Listenmaa",https://inariksit.github.io/research/2018/06/07/my-research-2.html,1658782426,3405556953,,archive
"My research, part III | Inari Listenmaa",https://inariksit.github.io/research/2018/06/11/my-research-3.html,1658782456,3405556954,,archive
https://blog.cbs.dk/inframethodology/?p=5304,https://blog.cbs.dk/inframethodology/?p=5304,1658769976,3405556956,,archive
Life updates and a new support channel,https://lindiebotes.com/2022/07/06/life-updates-and-a-new-support-channel/?utm_source=rss&utm_medium=rss&utm_campaign=life-updates-and-a-new-support-channel,1658770344,3405556958,,reading
https://serokell.io/blog/whats-that-typeclass-functor,https://serokell.io/blog/whats-that-typeclass-functor,1658911987,3405556959,tutorials,unread
https://blog.cbs.dk/inframethodology/?p=5403,https://blog.cbs.dk/inframethodology/?p=5403,1659423494,3405556966,,archive
https://serokell.io/blog/kinds-and-hkts-in-haskell,https://serokell.io/blog/kinds-and-hkts-in-haskell,1659688670,3405556967,tutorials,unread
https://www.quantamagazine.org/the-computer-scientist-trying-to-teach-ai-to-learn-like-we-do-20220802/,https://www.quantamagazine.org/the-computer-scientist-trying-to-teach-ai-to-learn-like-we-do-20220802/,1659688521,3405556968,,reading
https://aeon.co/videos/what-does-an-ai-make-of-what-it-sees-in-a-contemporary-art-museum?utm_source=rss-feed,https://aeon.co/videos/what-does-an-ai-make-of-what-it-sees-in-a-contemporary-art-museum?utm_source=rss-feed,1660130220,3405556980,watchlist,unread
https://www.sprakbruk.fi/-/%C3%84mbar-eller-hink-sverigesvensk-okunskap-och-finlandismernas-existensber%C3%A4ttigande-som-litter%C3%A4rt-tema?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,https://www.sprakbruk.fi/-/%C3%84mbar-eller-hink-sverigesvensk-okunskap-och-finlandismernas-existensber%C3%A4ttigande-som-litter%C3%A4rt-tema?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1660216495,3405556987,,reading
http://wiki.xxiivv.com/site/phutball.html,http://wiki.xxiivv.com/site/phutball.html,1661991668,3405556989,games,unread
Die Fremde (film 2010) - Wikipedia,https://it.m.wikipedia.org/wiki/Die_Fremde_(film_2010),1660309764,3405556992,watchlist,unread
Punctuation Restoration in Spoken Italian Transcripts with Transformers | S,https://link.springer.com/chapter/10.1007/978-3-031-08421-8_17,1660500173,3405556996,papers,unread
Oltre la monogamia - A ragion veduta,https://blog.uaar.it/2022/08/13/oltre-la-monogamia/,1662037468,3405556997,,archive
https://youtu.be/YDF6ODBbKgA,https://youtu.be/YDF6ODBbKgA,1660560568,3405557000,watchlist,unread
Making Sense of Cancer - Hannah Fry,https://hannahfry.co.uk/making-sense-of-cancer/,1660566343,3405557001,watchlist,unread
Incastrati - Serie TV (2022) - MYmovies.it,https://www.mymovies.it/film/2022/incastrati/,1660571059,3405557003,watchlist,unread
https://kau.sh/blog/saving-the-world-from-code/,https://kau.sh/blog/saving-the-world-from-code/,1660742391,3405557006,,unread
Onore a Marco Cappato | Vanity Fair Italia,https://www.vanityfair.it/article/onore-a-marco-cappato,1662677663,3405557016,,archive
L’insegnamento della religione a scuola - A ragion veduta,https://blog.uaar.it/2022/08/21/linsegnamento-della-religione-a-scuola/,1662037482,3405557019,,archive
https://www.sprakbruk.fi/-/babels-omv%C3%A4nda-pyramid?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,https://www.sprakbruk.fi/-/babels-omv%C3%A4nda-pyramid?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1661339321,3405557024,,reading
https://www.sprakbruk.fi/-/konstruktioner-med-prepositionen-av?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,https://www.sprakbruk.fi/-/konstruktioner-med-prepositionen-av?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1661420202,3405557028,,reading
https://www.quantamagazine.org/old-problem-about-algebraic-curves-falls-to-young-mathematicians-20220825/,https://www.quantamagazine.org/old-problem-about-algebraic-curves-falls-to-young-mathematicians-20220825/,1661453993,3405557031,,reading
daume21flourishing.pdf,http://users.umiacs.umd.edu/~hal/docs/daume21flourishing.pdf,1661763929,3405557033,papers,unread
https://www.quantamagazine.org/the-ai-researcher-giving-her-field-its-bitter-medicine-20220830/,https://www.quantamagazine.org/the-ai-researcher-giving-her-field-its-bitter-medicine-20220830/,1661936261,3405557037,,reading
Buone novelle laiche - A ragion veduta,https://blog.uaar.it/2022/09/01/buone-novelle-laiche-agosto-2022/,1662105735,3405557054,,reading
Förföräldrar – en svensk motsvarighet till grandparents - Språkbruk,https://www.sprakbruk.fi/-/f%C3%B6rf%C3%B6r%C3%A4ldrar-en-svensk-motsvarighet-till-grandparents?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1662106268,3405557055,,reading
https://math3ma.institute/wp-content/uploads/2022/02/vroman_spring22.pdf,https://math3ma.institute/wp-content/uploads/2022/02/vroman_spring22.pdf,1662115143,3405557057,papers,unread
Marco Cappato: «Accompagno chi cerca il suicidio assistito. Ma non so se io,https://www.corriere.it/sette/attualita/22_settembre_03/marco-cappato-accompagno-chi-cerca-suicidio-assistito-ma-non-so-se-io-farei-9bb893ec-27a1-11ed-83db-919b375d30ef.shtml,1662677915,3405557059,,archive
Neural Networks: One-Shot Learning,https://serokell.io/blog/nn-and-one-shot-learning,1663932044,3405557065,,reading
Come la guerra sta spingendo il riconoscimento facciale - Guerre di Rete,https://www.guerredirete.it/come-la-guerra-sta-spingendo-il-riconoscimento-facciale/,1663931454,3405557066,,reading
Valmanifest 2022 – En språkteknologisk snabbanalys – Språkbanksbloggen,https://spraakbanken.gu.se/blogg/index.php/2022/09/07/valmanifest-2022-en-sprakteknologisk-snabbanalys/,1662588135,3405557068,,reading
Fixoteket | Bostadsbolaget,https://bostadsbolaget.se/for-hyresgaster/fixoteket/,1662671533,3405557069,faq,unread
Fixoteket Majorna - Smarta Kartan,https://www.smartakartan.se/goteborg/fixoteket-majorna/,1662671539,3405557070,faq,unread
Marco Cappato: «Accompagno chi cerca il suicidio assistito. Ma non so se io,https://www.msn.com/it-it/notizie/italia/marco-cappato-c2-abaccompagno-chi-cerca-il-suicidio-assistito-ma-non-so-se-io-lo-farei-c2-bb/ar-AA11qai2,1662677392,3405557071,,reading
Marco Cappato fa ricorso al tribunale di Milano: «Vinceremo la battaglia su,https://www.msn.com/it-it/notizie/politica/marco-cappato-fa-ricorso-al-tribunale-di-milano-c2-abvinceremo-la-battaglia-sulla-firma-digitale-c2-bb/ar-AA11oZfR,1662677415,3405557072,,reading
Nessun partito ha candidato Marco Cappato: al Parlamento non interessano qu,https://www.ilriformista.it/nessun-partito-ha-candidato-marco-cappato-al-parlamento-non-interessano-questioni-di-vita-e-di-morte-315419/,1662677692,3405557073,,unread
Le radici dei Patti lateranensi - A ragion veduta,https://blog.uaar.it/2022/09/11/le-radici-dei-patti-lateranensi/,1663931359,3405557075,,reading
Prompt injection attacks against GPT-3,https://simonwillison.net/2022/Sep/12/prompt-injection/,1663152897,3405557076,,unread
100R — lost logbook,https://100r.co/site/lost_logbook.html,1664892201,3405557077,,archive
Volume 26 Number 2 Special Issue: Automated Writing Evaluation - Language L,https://www.lltjournal.org/collection/col_10125_102113/,1663058027,3405557078,papers,unread
IFS - invandrare för svenskar | SVT Play,https://www.svtplay.se/ifs-invandrare-for-svenskar?kfx=YOYt2m0wi&utm_source=svt.se&utm_medium=puff&utm_campaign=IFS%20-%20Invandrare%20f%C3%B6r%20svenskar%20%7C%20Prio-puff&utm_content=null&utm_term=null,1663142783,3405557079,watchlist,unread
Scuola digitale: stanno arrivando una montagna di soldi ma il problema sarà,https://www.guerredirete.it/scuola-digitale-stanno-arrivando-una-montagna-di-soldi-ma-il-problema-sara-gestirli/,1663931461,3405557081,,reading
Shooting Film in 2022 – Thomas Heaton Photography,https://thomasheaton.co.uk/shooting-film-in-2022/,1663931981,3405557082,,reading
Herr Talman | SVT Play,https://www.svtplay.se/herr-talman,1666217566,3405557087,watchlist,unread
Så ska EU klara energikrisen,https://www.goteborgenergi.se/i-var-stad/artikelbank/sa-ska-eu-klara-energikrisen,1663673147,3405557088,,unread
Coefore. Un ritorno e una vendetta - YouTube,https://www.youtube.com/watch?v=GBTRXwj0SXo,1663752041,3405557089,watchlist,unread
No more exceptions: debugging Haskell code with GHCi – Control.Monad.Writer,https://donsbot.com/2007/11/14/no-more-exceptions-debugging-haskell-code-with-ghci/,1673531082,3405557094,tutorials,unread
Al via la seconda edizione dei kit di robotica per l’attività alternativa a,https://blog.uaar.it/2022/09/20/al-via-la-seconda-edizione-dei-kit-di-robotica-per-lattivita-alternativa-allirc/,1663931421,3405557095,,reading
L’Italia avrà un governo reazionario che guarda al passato - Michael Braun,https://www.internazionale.it/opinione/michael-braun/2022/09/26/meloni-governo-centrosinistra-sconfitta,1664359205,3405557100,,archive
The Return of Fascism in Italy,https://www.msn.com/en-us/news/world/the-return-of-fascism-in-italy/ar-AA129JyG,1664385450,3405557103,,archive
An animator wonders: can you ever depict someone without making them a cari,https://aeon.co/videos/an-animator-wonders-can-you-ever-depict-someone-without-making-them-a-caricature?utm_source=rss-feed,1664314754,3405557105,watchlist,unread
Come TikTok è diventata una questione di Stati - Guerre di Rete,https://www.guerredirete.it/come-tiktok-e-diventata-una-questione-di-stati/,1664449652,3405557111,,reading
"Grammatiskt genus – slumpmässigt, undanglidande men ofrånkomligt självklart",https://www.sprakbruk.fi/-/grammatiskt-genus?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1664449996,3405557112,,reading
https://catapult.co/stories/zeyn-joukhadar-translating-while-trans-gender-identity-languages,https://magazine.catapult.co/catapult/stories/zeyn-joukhadar-translating-while-trans-gender-identity-languages,1665312953,3405557113,,unread
L’inverno alle porte - Pierre Haski - Internazionale,https://www.internazionale.it/opinione/pierre-haski/2022/09/30/ucraina-occidente,1664622717,3405557120,,reading
Trabajamos demasiado. Es hora de cambiarlo - The New York Times,https://www.nytimes.com/es/2021/08/03/espanol/opinion/burnout-agotamiento-trabajo.html?action=click&module=RelatedLinks&pgtype=Article,1664738338,3405557123,,unread
"Poeta chileno - Zambra, Alejandro - 978-84-339-9893-4 - Editorial Anagrama",https://www.anagrama-ed.es/libro/narrativas-hispanicas/poeta-chileno/9788433998934/NH_641?utm_source=Newsletter+Radio+Ambulante&utm_campaign=2a76540584-EMAIL_CAMPAIGN_2021_12_03_01_32_COPY_01&utm_medium=email&utm_term=0_e2fc316930-2a76540584-111063125&mc_cid=2a76540584&mc_eid=e6cb266e57,1664738370,3405557124,books,unread
Appunti sul comico – Ivan Talarico,https://www.ivantalarico.it/appunti-sul-comico/,1664787879,3405557129,,reading
10 libri che mi hanno cambiato la vita – Ivan Talarico,https://www.ivantalarico.it/10-libri-che-mi-hanno-cambiato-la-vita/,1664787959,3405557130,,reading
Nuovi generi letterari – Ivan Talarico,https://www.ivantalarico.it/appunti-per-un-dizionario-universabile-ii/,1664788053,3405557131,,reading
What are the odds? | What's new,https://terrytao.wordpress.com/2022/10/03/what-are-the-odds/,1687734950,3405557138,,reading
La Comunità politica sarà una cornice di dialogo per l’intera Europa - Pier,https://www.internazionale.it/opinione/pierre-haski/2022/10/06/comunita-politica-europea-praga-dialogo,1665144034,3405557140,,reading
Personnamnspraxis i de nordiska länderna – likheter och skillnader - Språkb,https://www.sprakbruk.fi/-/personnamnspraxis-i-de-nordiska-l%C3%A4nderna-likheter-och-skillnader?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1665144011,3405557145,,reading
Cosa sappiamo degli effetti dei robot sull’occupazione - Guerre di Rete,https://www.guerredirete.it/cosa-sappiamo-degli-effetti-dei-robot-sull-occupazione/,1730056489,3405557146,,reading
A Bayesian probability worksheet | What's new,https://terrytao.wordpress.com/2022/10/07/a-bayesian-probability-worksheet/,1687734970,3405557150,,reading
Come usare la tecnologia senza rovinarci la vita - Arthur C. Brooks - Inter,https://www.internazionale.it/opinione/arthur-c-brooks/2022/10/09/come-usare-la-tecnologia-senza-rovinarci-la-vita,1665581432,3405557151,,reading
L’onestà senza paura di Radka Toneff - Daniele Cassandro - Internazionale,https://www.internazionale.it/opinione/daniele-cassandro/2022/10/11/onesta-senza-paura-radka-toneff,1665581423,3405557152,,reading
9 quick tips to find resources for lesser-learned languages – Lindie Botes,https://lindiebotes.com/2022/10/12/9-quick-tips-to-find-resources-for-lesser-learned-languages/?utm_source=rss&utm_medium=rss&utm_campaign=9-quick-tips-to-find-resources-for-lesser-learned-languages,1665581438,3405557157,,reading
La crescita dell’EdTech nelle scuole e cosa comporta - Guerre di Rete,https://www.guerredirete.it/la-crescita-dell-edtech-nelle-scuole-e-cosa-comporta/,1730056485,3405557159,,reading
Lo “sbattezzo” in Finlandia - A ragion veduta,https://blog.uaar.it/2022/10/13/lo-sbattezzo-in-finlandia/,1665747872,3405557160,,reading
Idee in movimento. Cambiare il mondo attraverso la traduzione - A ragion ve,https://blog.uaar.it/2022/10/16/idee-in-movimento-cambiare-il-mondo-attraverso-la-traduzione/,1665954181,3405557161,,reading
Grotesco | SVT Play,https://www.svtplay.se/grotesco?tabs=season-3-8ZkGYgN,1666217408,3405557168,watchlist,unread
La generazione di opere creative con IA sta esplodendo - Guerre di Rete,https://www.guerredirete.it/la-generazione-di-opere-creative-con-ia-sta-esplodendo/,1666560927,3405557169,,reading
Hur pratar egentligen finlandssvenskar i Sverige? - Språkbruk,https://www.sprakbruk.fi/-/hur-pratar-egentligen-finlandssvenskar-i-sverige-?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1666560911,3405557175,,reading
«Bisogna passare da una politica identitaria a una politica di solidarietà»,https://blog.uaar.it/2022/10/23/bisogna-passare-una-politica-identitaria-una-politica-solidarieta/,1666560938,3405557176,,reading
Publish a jupyter notebook as a blogpost on your github pages | Welcome to,https://brittarude.github.io/blog/2021/07/11/publish-jupyter-notebook-on-github-pages,1666688829,3405557180,tutorials,unread
How to Win at Wordle (Without Cheating) | Quanta Magazine,https://www.quantamagazine.org/how-to-win-at-wordle-without-cheating-20221025/,1666719498,3405557182,,reading
Né in dio né in altri complotti: una prospettiva umanista - A ragion veduta,https://blog.uaar.it/2022/10/30/ne-in-dio-ne-in-altri-complotti-una-prospettiva-umanista/,1668035746,3405557185,,reading
"""A Meandering Line"" - a Christian testimony comic by Minna Sundberg",https://www.hummingfluff.com/testimonycomic/,1670031509,3405557186,comics,unread
DataKinds Are Not What You Think,https://serokell.io/blog/datakinds-are-not-what-you-think,1668634285,3405557197,,reading
Computer Helps Prove Long-Sought Fluid Equation Singularity | Quanta Magazi,https://www.quantamagazine.org/computer-helps-prove-long-sought-fluid-equation-singularity-20221116/,1668634295,3405557198,,reading
"DDoSecrets, giornalismo ibrido tra attivismo e informazione - Guerre di Ret",https://www.guerredirete.it/ddosecrets-giornalismo-ibrido-tra-attivismo-e-informazione/,1669132086,3405557200,,reading
chreke's blog - Little Languages Are The Future Of Programming,https://chreke.com/little-languages.html,1680893277,3405557201,,reading
Handmade Seattle 2022 - Day 1 on Vimeo,https://vimeo.com/771406693#t=85m30s,1670332987,3405557205,watchlist,unread
Lättsamma tips för lata skribenter - Språkbruk,https://www.sprakbruk.fi/-/l%C3%A4ttsamma-tips-f%C3%B6r-lata-skribenter?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1669132102,3405557206,,reading
"Wei Ho Is Drawn to Algebra, Geometry and the Human Side of Math | Quanta Ma",https://www.quantamagazine.org/wei-ho-is-drawn-to-algebra-geometry-and-the-human-side-of-math-20221122/,1669483260,3405557207,,reading
AI Reveals New Possibilities in Matrix Multiplication | Quanta Magazine,https://www.quantamagazine.org/ai-reveals-new-possibilities-in-matrix-multiplication-20221123/,1669483252,3405557209,,reading
Il ruolo decisivo e ambiguo dei satelliti di Elon Musk in Ucraina - Guerre,https://www.guerredirete.it/il-ruolo-decisivo-e-ambiguo-dei-satelliti-di-elon-musk-in-ucraina/,1669483243,3405557210,,reading
AI Art Panic | Opinionated Guides,https://opguides.info/posts/aiartpanic/,1680900226,3405557212,,archive
Week 82: Hjällö Semester (Tradformer v. Swedish) – Tunes from the Ai Fronti,https://tunesfromtheaifrontiers.wordpress.com/2022/08/20/week-82-hjallo-semester-tradformer-v-swedish/,1669482311,3405557214,,unread
Fem frågor till Sören Lillkung - Språkbruk,https://www.sprakbruk.fi/-/fem-fr%C3%A5gor-till-s%C3%B6ren-lillkung?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1669483274,3405557215,,reading
"La sindrome da Nobel, quando l’intelligenza non è garanzia di razionalità -",https://blog.uaar.it/2022/11/27/la-sindrome-da-nobel-quando-lintelligenza-non-e-garanzia-di-razionalita/,1669650381,3405557216,,reading
Hur fångar vi upp svenskans nya ord med hjälp av Kubord?  – Språkbanksblogg,https://spraakbanken.gu.se/blogg/index.php/2022/11/28/hur-fangar-vi-upp-svenskans-nya-ord-med-hjalp-av-kubord/,1669650372,3405557218,,reading
Inkbase: Programmable Ink,https://www.inkandswitch.com/inkbase/,1680866677,3405557220,,reading
The Math Behind Wordle Guesses | Quanta Magazine,https://www.quantamagazine.org/the-math-behind-wordle-guesses-20221202/,1670333664,3405557224,,archive
Chiamatela col suo nome: una rivoluzione! - A ragion veduta,https://blog.uaar.it/2022/12/04/chiamatela-col-suo-nome-una-rivoluzione/,1670333593,3405557226,,reading
GrimGrains — roasted eggplant dip,https://grimgrains.com/site/roasted_eggplant_dip.html,1670333573,3405557236,recipes,unread
Ordets väg in i Kielitoimiston sanakirja - Språkbruk,https://www.sprakbruk.fi/-/ordets-v%C3%A4g-in-i-kielitoimiston-sanakirja?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1670333655,3405557240,,reading
Cassandra: a toolset for analyzing and visualizing language change – Språkb,https://spraakbanken.gu.se/blogg/index.php/2022/12/07/cassandra-a-toolset-for-analyzing-and-visualizing-language-change/,1670583881,3405557246,,reading
Medborgarforskare blev mästerdetektiverna som knäckte Astrid Lindgren-koden,https://www.sprakbruk.fi/-/medborgarforskare-blev-m%C3%A4sterdetektiverna-som-kn%C3%A4ckte-astrid-lindgren-koden?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1670583893,3405557247,,reading
Programming language will translate Wikipedia into 300 languages | Chalmers,https://www.chalmers.se/en/departments/cse/news/Pages/Wikpedia-into-300-languages.aspx,1670591143,3405557248,,unread
"I lavoratori tech si organizzano, ma cosa vogliono? - Guerre di Rete",https://www.guerredirete.it/i-lavoratori-tech-si-organizzano-cosa-vogliono/,1671058823,3405557252,,reading
La Polonia fra tradizione e cambiamento - A ragion veduta,https://blog.uaar.it/2022/12/11/la-polonia-fra-tradizione-e-cambiamento/,1671058818,3405557256,,reading
I libri di fotografia del 2022 - Internazionale,https://www.internazionale.it/opinione//2022/12/16/libri-fotografia-2022,1671723663,3405557258,,reading
ChatGPT: cosa può fare e non può fare - Guerre di Rete,https://www.guerredirete.it/chatgpt-cosa-puo-fare-e-non-puo-fare/,1671723845,3405557262,,reading
100R — weathering software winter,https://100r.co/site/weathering_software_winter.html,1672859609,3405557270,,archive
2203.09893.pdf,https://arxiv.org/pdf/2203.09893.pdf,1680559621,3405557275,papers,unread
WE QUIT - Extinction Rebellion UK,https://extinctionrebellion.uk/2022/12/31/we-quit/,1673133643,3405557276,,archive
No Straight Lines | Queer Comics and LGBTQ  Cartoonists Who Broke Through,https://www.pbs.org/independentlens/documentaries/no-straight-lines/,1674834451,3405557278,watchlist,unread
"Long Out of Math, an AI Programmer Cracks a Pure Math Problem | Quanta Maga",https://www.quantamagazine.org/long-out-of-math-an-ai-programmer-cracks-a-pure-math-problem-20230103/,1672860063,3405557279,,reading
An Upper Palaeolithic Proto-writing System and Phenological Calendar | Camb,https://www.cambridge.org/core/journals/cambridge-archaeological-journal/article/an-upper-palaeolithic-protowriting-system-and-phenological-calendar/6F2AD8A705888F2226FE857840B4FE19,1673039597,3405557285,papers,unread
The Physics Principle That Inspired Modern AI Art | Quanta Magazine,https://www.quantamagazine.org/the-physics-principle-that-inspired-modern-ai-art-20230105/,1673118088,3405557287,,reading
My Worst Holiday Ever. | Some Words That Say What I Think,https://joannesarginson.com/2021/08/07/holiday-2/,1673204894,3405557291,comics,archive
5 Everyday Nightmares | Some Words That Say What I Think,https://joannesarginson.com/2022/10/29/5-everyday-nightmares/,1673204916,3405557293,comics,archive
My Least Favourite Christmas Song | Some Words That Say What I Think,https://joannesarginson.com/2021/12/21/my-least-favourite-christmas-song/,1673204956,3405557296,comics,archive
«Abbattete i poveri». E Dagerman si spense,https://iperborea.com/news/903/abbattete-i-poveri-e-dagerman-si-spense,1673439600,3405557299,,reading
Friskvård och friskvårdsersättning – Medarbetarportalen,https://medarbetarportalen.gu.se/working_at/Work+environment+and+health/your-health/Keep-fit+Policy+of+the+University+of+Gothenburg/?languageId=100000,1673475434,3405557300,faq,unread
Finska språket är alla förvaltningsreformatörers dröm – den som talar svens,https://www.sprakbruk.fi/-/finska-spr%C3%A5ket-%C3%A4r-alla-f%C3%B6rvaltningsreformat%C3%B6rers-dr%C3%B6m-den-som-talar-svenska-f%C3%A5r-h%C3%A4nga-med-s%C3%A5-gott-det-g%C3%A5r?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1673526238,3405557301,,reading
Understanding AI research ethics as a collective problem | Ada Lovelace Ins,https://www.adalovelaceinstitute.org/blog/ai-research-ethics-collective-problem/,1681410991,3405557303,,unread
"In a Moment, Mathematicians Merge Probability and Number Theory | Quanta Ma",https://www.quantamagazine.org/in-a-moment-mathematicians-merge-probability-and-number-theory-20230112/,1673542589,3405557304,,reading
Il Pd presenta una legge per consentire il voto a studenti e lavoratori fuo,https://www.open.online/2023/01/12/voto-fuori-sede-proposta-legge-pd/,1673542509,3405557305,,archive
What is Haskell good for? – Control.Monad.Writer,https://donsbot.com/2009/01/24/what-is-haskell-good-for/,1673542171,3405557306,,reading
xmonad: a success for pure functional data and QuickCheck – Control.Monad.W,https://donsbot.com/2007/06/02/xmonad-a-success-for-pure-functional-data-and-quickcheck/,1673542178,3405557307,,reading
Månadens profil: Elena Volodina | Språkbanken,https://xn--sprkbanken-35a.se/aktuellt/nyheter/manadensprofilelenavolodina.5.1eb2584e1850542abfa270c8.html,1673612958,3405557310,,unread
Generative Artificial Intelligence,https://serokell.io/blog/introduction-to-generative-ai,1674148046,3405557315,,reading
"Il nipote che ha rinnegato Messina Denaro: «Ho scelto Impastato, mi hanno e",https://www.open.online/2023/01/19/giuseppe-cimarosa-nipote-messina-denaro-rinnega-zio/,1674148039,3405557318,,unread
Redgoldsparks — How To Draw A Horse - a comic by Emma Hunsinger,https://redgoldsparks.tumblr.com/post/706715727022931968/how-to-draw-a-horse-a-comic-by-emma-hunsinger,1674148021,3405557319,comics,unread
Vuxenchampagne och strumpor på öronen – att intervjua barn kräver respekt o,https://www.sprakbruk.fi/-/vuxenchampagne-och-strumpor-p%C3%A5-%C3%B6ronen-att-intervjua-barn-kr%C3%A4ver-respekt-och-improvisation?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1674148055,3405557320,,reading
Perché bisognerebbe vietare il battesimo ai minori – Micromega,https://www.micromega.net/perche-bisognerebbe-vietare-il-battesimo-ai-minori/,1674867252,3405557323,,unread
The Computer Scientist Who Finds Life Lessons in Board Games | Quanta Magaz,https://www.quantamagazine.org/the-computer-scientist-who-finds-life-lessons-in-board-games-20230125/,1674834478,3405557328,,reading
The evidence is clear: learning styles theory doesn’t work | Aeon Essays,https://aeon.co/essays/the-evidence-is-clear-learning-styles-theory-doesnt-work?utm_source=rss-feed,1674834425,3405557332,,archive
Testing ChatGPT: Opportunities vs. Limitations,https://serokell.io/blog/chatgpt-a-game-changer-in-the-world-of-ai,1674834489,3405557334,,archive
The Cause of Depression Is Probably Not What You Think | Quanta Magazine,https://www.quantamagazine.org/the-cause-of-depression-is-probably-not-what-you-think-20230126/,1674834466,3405557335,,reading
Guerre di Rete - I pappagalli stocastici sono diventati miliardari,https://guerredirete.substack.com/p/guerre-di-rete-i-pappagalli-stocastici,1676379511,3405557337,,reading
Il ponte sullo stretto sarebbe un’astronave nel deserto - Rosa Maria Di Nat,https://www.essenziale.it/notizie/rosa-di-natale/2023/01/30/ponte-stretto-sicilia-danni,1675080136,3405557341,,archive
Lo ha scritto ChatGPT? Scuola e ricercatori in cerca di verifica - Guerre d,https://www.guerredirete.it/lo-ha-scritto-chatgpt-scuola-e-ricercatori-in-cerca-di-verifica/,1675170342,3405557345,,reading
"Guerre di Rete - Sognando la supremazia nell'AI, non le pecore elettriche",https://guerredirete.substack.com/p/guerre-di-rete-sognando-la-supremazia,1676379519,3405557347,,reading
Receptsamling kryddad med lingvistik | Göteborgs universitet,https://www.gu.se/nyheter/receptsamling-kryddad-med-lingvistik,1675783492,3405557350,,reading
Researchers Discover a More Flexible Approach to Machine Learning | Quanta,https://www.quantamagazine.org/researchers-discover-a-more-flexible-approach-to-machine-learning-20230207/,1675817326,3405557351,,reading
"FOSDEM 2023 - 2D animations in Haskell using gloss, lens and state",https://fosdem.org/2023/schedule/event/haskell_2d_animations/,1675816187,3405557354,tutorials,unread
